"Date","Price","Open","High","Low","Change %"
"Mar 24, 2010","11.803","11.803","11.803","11.803","-1.64%"
"Mar 23, 2010","12.000","12.000","12.000","12.000","1.87%"
"Mar 22, 2010","11.780","11.780","11.780","11.780","-1.83%"
"Mar 19, 2010","12.000","12.000","12.000","12.000","0.00%"
"Mar 18, 2010","12.000","12.000","12.000","12.000","1.79%"
"Mar 17, 2010","11.789","11.789","11.789","11.789","-0.01%"
"Mar 16, 2010","11.790","11.790","11.790","11.790","1.60%"
"Mar 15, 2010","11.604","11.604","11.604","11.604","-1.33%"
"Mar 12, 2010","11.760","11.760","11.760","11.760","-1.84%"
"Mar 11, 2010","11.980","11.980","11.980","11.980","3.78%"
"Mar 10, 2010","11.544","11.544","11.544","11.544","0.75%"
"Mar 09, 2010","11.458","11.458","11.458","11.458","0.46%"
"Mar 08, 2010","11.405","11.405","11.405","11.405","-1.08%"
"Mar 03, 2010","11.530","11.530","11.530","11.530","0.01%"
"Mar 02, 2010","11.529","11.529","11.529","11.529","-0.08%"
"Mar 01, 2010","11.538","11.538","11.538","11.538","-0.01%"
"Feb 26, 2010","11.539","11.539","11.539","11.539","-1.11%"
"Feb 24, 2010","11.668","11.668","11.668","11.668","2.37%"
"Feb 23, 2010","11.398","11.398","11.398","11.398","0.00%"
"Feb 22, 2010","11.398","11.398","11.398","11.398","-2.30%"
"Feb 19, 2010","11.666","11.666","11.666","11.666","2.17%"
"Feb 10, 2010","11.418","11.418","11.418","11.418","-1.21%"
"Feb 08, 2010","11.558","11.558","11.558","11.558","2.36%"
"Feb 05, 2010","11.292","11.292","11.292","11.292","-0.05%"
"Feb 04, 2010","11.298","11.298","11.298","11.298","0.31%"
"Feb 03, 2010","11.263","11.263","11.263","11.263","-2.08%"
"Feb 02, 2010","11.502","11.502","11.502","11.502","-0.05%"
"Feb 01, 2010","11.508","11.508","11.508","11.508","1.81%"
"Jan 29, 2010","11.303","11.303","11.303","11.303","0.01%"
"Jan 28, 2010","11.302","11.302","11.302","11.302","0.00%"
"Jan 27, 2010","11.302","11.302","11.302","11.302","0.52%"
"Jan 25, 2010","11.244","11.244","11.244","11.244","-0.90%"
"Jan 21, 2010","11.346","11.346","11.346","11.346","1.68%"
"Jan 19, 2010","11.159","11.159","11.159","11.159","-0.99%"
"Jan 18, 2010","11.271","11.271","11.271","11.271","-0.01%"
"Jan 15, 2010","11.272","11.272","11.272","11.272","0.01%"
"Jan 14, 2010","11.271","11.271","11.271","11.271","-1.56%"
"Jan 13, 2010","11.450","11.450","11.450","11.450","0.00%"
"Jan 12, 2010","11.450","11.450","11.450","11.450","2.65%"
"Jan 08, 2010","11.154","11.154","11.154","11.154","0.80%"
"Jan 07, 2010","11.066","11.066","11.066","11.066","0.00%"
"Jan 06, 2010","11.066","11.066","11.066","11.066","0.96%"
"Jan 05, 2010","10.961","10.961","10.961","10.961","0.00%"
"Jan 04, 2010","10.961","10.961","10.961","10.961","-0.70%"
"Dec 28, 2009","11.038","11.038","11.038","11.038","-0.63%"
"Dec 25, 2009","11.108","11.108","11.108","11.108","0.17%"
"Dec 24, 2009","11.089","11.089","11.089","11.089","0.54%"
"Dec 22, 2009","11.029","11.029","11.029","11.029","0.85%"
"Dec 21, 2009","10.936","10.936","10.936","10.936","-1.08%"
"Dec 18, 2009","11.055","11.055","11.055","11.055","0.01%"
"Dec 17, 2009","11.054","11.054","11.054","11.054","-0.81%"
"Dec 16, 2009","11.144","11.144","11.144","11.144","0.09%"
"Dec 15, 2009","11.134","11.134","11.134","11.134","0.00%"
"Dec 14, 2009","11.134","11.134","11.134","11.134","4.11%"
"Dec 11, 2009","10.694","10.694","10.694","10.694","0.01%"
"Dec 10, 2009","10.693","10.693","10.693","10.693","0.02%"
"Dec 09, 2009","10.691","10.691","10.691","10.691","1.00%"
"Dec 08, 2009","10.585","10.585","10.585","10.585","1.63%"
"Dec 07, 2009","10.415","10.415","10.415","10.415","-0.44%"
"Dec 04, 2009","10.461","10.461","10.461","10.461","0.01%"
"Dec 03, 2009","10.460","10.460","10.460","10.460","1.24%"
"Dec 02, 2009","10.332","10.332","10.332","10.332","0.30%"
"Dec 01, 2009","10.301","10.301","10.301","10.301","0.50%"
"Nov 30, 2009","10.250","10.250","10.250","10.250","0.00%"
"Nov 27, 2009","10.250","10.250","10.250","10.250","0.61%"
"Nov 26, 2009","10.188","10.188","10.188","10.188","1.23%"
"Nov 25, 2009","10.064","10.064","10.064","10.064","0.04%"
"Nov 24, 2009","10.060","10.060","10.060","10.060","-2.02%"
"Nov 20, 2009","10.267","10.267","10.267","10.267","0.01%"
"Nov 19, 2009","10.266","10.266","10.266","10.266","1.46%"
"Nov 18, 2009","10.118","10.118","10.118","10.118","1.67%"
"Nov 17, 2009","9.952","9.952","9.952","9.952","-3.06%"
"Nov 16, 2009","10.266","10.266","10.266","10.266","1.04%"
"Nov 13, 2009","10.160","10.160","10.160","10.160","0.38%"
"Nov 12, 2009","10.122","10.122","10.122","10.122","0.29%"
"Nov 10, 2009","10.093","10.093","10.093","10.093","-0.51%"
"Nov 09, 2009","10.145","10.145","10.145","10.145","0.81%"
"Nov 06, 2009","10.063","10.063","10.063","10.063","0.44%"
"Nov 05, 2009","10.019","10.019","10.019","10.019","-0.32%"
"Nov 02, 2009","10.051","10.051","10.051","10.051","-7.97%"
"Oct 30, 2009","10.921","10.921","10.921","10.921","0.01%"
"Oct 29, 2009","10.920","10.920","10.920","10.920","0.00%"
"Oct 28, 2009","10.920","10.920","10.920","10.920","0.00%"
"Oct 27, 2009","10.920","10.920","10.920","10.920","1.87%"
"Oct 26, 2009","10.720","10.720","10.720","10.720","-1.83%"
"Oct 23, 2009","10.920","10.920","10.920","10.920","1.87%"
"Oct 22, 2009","10.720","10.720","10.720","10.720","-8.53%"
"Oct 21, 2009","11.720","11.720","11.720","11.720","9.33%"
"Oct 20, 2009","10.720","10.720","10.720","10.720","-8.53%"
"Oct 19, 2009","11.720","11.720","11.720","11.720","27.39%"
"Oct 16, 2009","9.200","9.200","9.200","9.200","-8.00%"
"Oct 15, 2009","10.000","10.000","10.000","10.000","8.70%"
"Oct 14, 2009","9.200","9.200","9.200","9.200","0.00%"
"Oct 13, 2009","9.200","9.200","9.200","9.200","2.22%"
"Oct 12, 2009","9.000","9.000","9.000","9.000","-10.00%"
"Oct 09, 2009","10.000","10.000","10.000","10.000","0.00%"
"Oct 08, 2009","10.000","10.000","10.000","10.000","0.00%"
"Oct 07, 2009","10.000","10.000","10.000","10.000","0.00%"
"Oct 06, 2009","10.000","10.000","10.000","10.000","8.70%"
"Oct 05, 2009","9.200","9.200","9.200","9.200","0.00%"
"Oct 01, 2009","9.200","9.200","9.200","9.200","0.00%"
"Sep 30, 2009","9.200","9.200","9.200","9.200","0.00%"
"Sep 29, 2009","9.200","9.200","9.200","9.200","-8.00%"
"Sep 28, 2009","10.000","10.000","10.000","10.000","0.00%"
"Sep 25, 2009","10.000","10.000","10.000","10.000","11.11%"
"Sep 24, 2009","9.000","9.000","9.000","9.000","-2.17%"
"Sep 23, 2009","9.200","9.200","9.200","9.200","0.00%"
"Sep 22, 2009","9.200","9.200","9.200","9.200","-8.00%"
"Sep 21, 2009","10.000","10.000","10.000","10.000","0.00%"
"Sep 18, 2009","10.000","10.000","10.000","10.000","0.00%"
"Sep 17, 2009","10.000","10.000","10.000","10.000","8.70%"
"Sep 16, 2009","9.200","9.200","9.200","9.200","2.22%"
"Sep 15, 2009","9.000","9.000","9.000","9.000","-2.17%"
"Sep 14, 2009","9.200","9.200","9.200","9.200","-6.12%"
"Aug 26, 2009","9.800","9.800","9.800","9.800","-2.00%"
"Aug 25, 2009","10.000","10.000","10.000","10.000","0.00%"
"Aug 24, 2009","10.000","10.000","10.000","10.000","2.04%"
"Aug 21, 2009","9.800","9.800","9.800","9.800","-2.00%"
"Aug 20, 2009","10.000","10.000","10.000","10.000","2.04%"
"Aug 19, 2009","9.800","9.800","9.800","9.800","3.16%"
"Aug 18, 2009","9.500","9.500","9.500","9.500","0.00%"
"Aug 17, 2009","9.500","9.500","9.500","9.500","0.00%"
"Aug 14, 2009","9.500","9.500","9.500","9.500","0.00%"
"Aug 13, 2009","9.500","9.500","9.500","9.500","0.00%"
"Aug 12, 2009","9.500","9.500","9.500","9.500","0.00%"
"Aug 11, 2009","9.500","9.500","9.500","9.500","0.00%"
"Aug 10, 2009","9.500","9.500","9.500","9.500","0.00%"
"Aug 07, 2009","9.500","9.500","9.500","9.500","-2.06%"
"Aug 06, 2009","9.700","9.700","9.700","9.700","3.19%"
"Aug 05, 2009","9.400","9.400","9.400","9.400","-3.09%"
"Aug 04, 2009","9.700","9.700","9.700","9.700","0.00%"
"Aug 03, 2009","9.700","9.700","9.700","9.700","3.19%"
"Jul 31, 2009","9.400","9.400","9.400","9.400","-3.09%"
"Jul 30, 2009","9.700","9.700","9.700","9.700","3.19%"
"Jul 29, 2009","9.400","9.400","9.400","9.400","-3.09%"
"Jul 28, 2009","9.700","9.700","9.700","9.700","3.19%"
"Jul 27, 2009","9.400","9.400","9.400","9.400","-3.09%"
"Jul 24, 2009","9.700","9.700","9.700","9.700","0.00%"
"Jul 23, 2009","9.700","9.700","9.700","9.700","0.00%"
"Jul 22, 2009","9.700","9.700","9.700","9.700","0.00%"
"Jul 21, 2009","9.700","9.700","9.700","9.700","0.00%"
"Jul 20, 2009","9.700","9.700","9.700","9.700","3.19%"
"Jul 17, 2009","9.400","9.400","9.400","9.400","0.00%"
"Jul 16, 2009","9.400","9.400","9.400","9.400","0.00%"
"Jul 15, 2009","9.400","9.400","9.400","9.400","-3.09%"
"Jul 14, 2009","9.700","9.700","9.700","9.700","0.00%"
"Jul 13, 2009","9.700","9.700","9.700","9.700","3.19%"
"Jul 10, 2009","9.400","9.400","9.400","9.400","-3.09%"
"Jul 09, 2009","9.700","9.700","9.700","9.700","0.00%"
"Jul 08, 2009","9.700","9.700","9.700","9.700","4.30%"
"Jul 07, 2009","9.300","9.300","9.300","9.300","-4.12%"
"Jul 06, 2009","9.700","9.700","9.700","9.700","0.00%"
"Jul 03, 2009","9.700","9.700","9.700","9.700","0.00%"
"Jul 02, 2009","9.700","9.700","9.700","9.700","4.30%"
"Jul 01, 2009","9.300","9.300","9.300","9.300","-4.12%"
"Jun 30, 2009","9.700","9.700","9.700","9.700","4.30%"
"Jun 29, 2009","9.300","9.300","9.300","9.300","0.00%"
"Jun 26, 2009","9.300","9.300","9.300","9.300","-4.12%"
"Jun 25, 2009","9.700","9.700","9.700","9.700","0.00%"
"Jun 24, 2009","9.700","9.700","9.700","9.700","4.30%"
"Jun 23, 2009","9.300","9.300","9.300","9.300","-4.12%"
"Jun 22, 2009","9.700","9.700","9.700","9.700","4.30%"
"Jun 19, 2009","9.300","9.300","9.300","9.300","0.00%"
"Jun 18, 2009","9.300","9.300","9.300","9.300","0.00%"
"Jun 17, 2009","9.300","9.300","9.300","9.300","0.00%"
"Jun 16, 2009","9.300","9.300","9.300","9.300","0.00%"
"Jun 15, 2009","9.300","9.300","9.300","9.300","-4.12%"
"Jun 12, 2009","9.700","9.700","9.700","9.700","4.30%"
"Jun 11, 2009","9.300","9.300","9.300","9.300","-4.12%"
"Jun 10, 2009","9.700","9.700","9.700","9.700","4.30%"
"Jun 09, 2009","9.300","9.300","9.300","9.300","-4.12%"
"Jun 08, 2009","9.700","9.700","9.700","9.700","0.00%"
"Jun 05, 2009","9.700","9.700","9.700","9.700","4.30%"
"Jun 04, 2009","9.300","9.300","9.300","9.300","-4.12%"
"Jun 03, 2009","9.700","9.700","9.700","9.700","0.00%"
"Jun 02, 2009","9.700","9.700","9.700","9.700","0.00%"
"Jun 01, 2009","9.700","9.700","9.700","9.700","5.43%"
"May 29, 2009","9.200","9.200","9.200","9.200","0.00%"
"May 28, 2009","9.200","9.200","9.200","9.200","-5.15%"
"May 27, 2009","9.700","9.700","9.700","9.700","5.43%"
"May 26, 2009","9.200","9.200","9.200","9.200","-5.15%"
"May 25, 2009","9.700","9.700","9.700","9.700","0.00%"
"May 22, 2009","9.700","9.700","9.700","9.700","5.43%"
"May 21, 2009","9.200","9.200","9.200","9.200","0.00%"
"May 20, 2009","9.200","9.200","9.200","9.200","0.00%"
"May 19, 2009","9.200","9.200","9.200","9.200","0.00%"
"May 18, 2009","9.200","9.200","9.200","9.200","-5.15%"
"May 15, 2009","9.700","9.700","9.700","9.700","5.43%"
"May 14, 2009","9.200","9.200","9.200","9.200","2.22%"
"May 13, 2009","9.000","9.000","9.000","9.000","-7.22%"
"May 12, 2009","9.700","9.700","9.700","9.700","7.78%"
"May 11, 2009","9.000","9.000","9.000","9.000","0.00%"
"May 08, 2009","9.000","9.000","9.000","9.000","-7.22%"
"May 07, 2009","9.700","9.700","9.700","9.700","7.78%"
"May 06, 2009","9.000","9.000","9.000","9.000","0.00%"
"May 05, 2009","9.000","9.000","9.000","9.000","0.00%"
"May 04, 2009","9.000","9.000","9.000","9.000","0.00%"
"Apr 29, 2009","9.000","9.000","9.000","9.000","0.00%"
"Apr 28, 2009","9.000","9.000","9.000","9.000","0.00%"
"Apr 27, 2009","9.000","9.000","9.000","9.000","-7.22%"
"Apr 24, 2009","9.700","9.700","9.700","9.700","7.78%"
"Apr 23, 2009","9.000","9.000","9.000","9.000","-7.22%"
"Apr 21, 2009","9.700","9.700","9.700","9.700","7.78%"
"Apr 20, 2009","9.000","9.000","9.000","9.000","0.00%"
"Apr 17, 2009","9.000","9.000","9.000","9.000","0.00%"
"Apr 16, 2009","9.000","9.000","9.000","9.000","0.00%"
"Apr 15, 2009","9.000","9.000","9.000","9.000","-7.22%"
"Apr 14, 2009","9.700","9.700","9.700","9.700","7.78%"
"Apr 13, 2009","9.000","9.000","9.000","9.000","-7.22%"
"Apr 10, 2009","9.700","9.700","9.700","9.700","6.59%"
"Apr 09, 2009","9.100","9.100","9.100","9.100","-6.19%"
"Apr 08, 2009","9.700","9.700","9.700","9.700","0.00%"
"Apr 07, 2009","9.700","9.700","9.700","9.700","6.59%"
"Apr 03, 2009","9.100","9.100","9.100","9.100","0.00%"
"Apr 02, 2009","9.100","9.100","9.100","9.100","0.00%"
"Mar 31, 2009","9.100","9.100","9.100","9.100","0.00%"
"Mar 30, 2009","9.100","9.100","9.100","9.100","-6.19%"
"Mar 27, 2009","9.700","9.700","9.700","9.700","0.00%"
"Mar 26, 2009","9.700","9.700","9.700","9.700","6.59%"
"Mar 25, 2009","9.100","9.100","9.100","9.100","0.00%"
"Mar 24, 2009","9.100","9.100","9.100","9.100","-6.19%"
"Mar 23, 2009","9.700","9.700","9.700","9.700","6.59%"
"Mar 20, 2009","9.100","9.100","9.100","9.100","-4.21%"
"Mar 19, 2009","9.500","9.500","9.500","9.500","0.00%"
"Mar 18, 2009","9.500","9.500","9.500","9.500","4.40%"
"Mar 17, 2009","9.100","9.100","9.100","9.100","-1.09%"
"Mar 16, 2009","9.200","9.200","9.200","9.200","0.00%"
"Mar 13, 2009","9.200","9.200","9.200","9.200","0.00%"
"Mar 12, 2009","9.200","9.200","9.200","9.200","2.22%"
"Mar 11, 2009","9.000","9.000","9.000","9.000","0.00%"
"Mar 10, 2009","9.000","9.000","9.000","9.000","0.00%"
"Mar 09, 2009","9.000","9.000","9.000","9.000","0.00%"
"Mar 06, 2009","9.000","9.000","9.000","9.000","0.00%"
"Mar 05, 2009","9.000","9.000","9.000","9.000","0.00%"
"Mar 04, 2009","9.000","9.000","9.000","9.000","0.00%"
"Mar 03, 2009","9.000","9.000","9.000","9.000","0.00%"
"Mar 02, 2009","9.000","9.000","9.000","9.000","-8.16%"
"Feb 27, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 26, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 25, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 24, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 23, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 20, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 19, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 18, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 17, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 16, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 13, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 12, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 11, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 10, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 09, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 06, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 05, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 04, 2009","9.800","9.800","9.800","9.800","0.00%"
"Feb 02, 2009","9.800","9.800","9.800","9.800","0.00%"
"Jan 30, 2009","9.800","9.800","9.800","9.800","0.00%"
"Jan 23, 2009","9.800","9.800","9.800","9.800","0.00%"
"Jan 22, 2009","9.800","9.800","9.800","9.800","0.00%"
"Jan 21, 2009","9.800","9.800","9.800","9.800","0.00%"
"Jan 20, 2009","9.800","9.800","9.800","9.800","0.00%"
"Jan 19, 2009","9.800","9.800","9.800","9.800","0.00%"
"Jan 16, 2009","9.800","9.800","9.800","9.800","0.00%"
"Jan 15, 2009","9.800","9.800","9.800","9.800","0.00%"
"Jan 14, 2009","9.800","9.800","9.800","9.800","0.00%"
"Jan 13, 2009","9.800","9.800","9.800","9.800","0.00%"
"Jan 12, 2009","9.800","9.800","9.800","9.800","11.36%"
"Jan 09, 2009","8.800","8.800","8.800","8.800","-10.20%"
"Jan 07, 2009","9.800","9.800","9.800","9.800","0.00%"
"Jan 06, 2009","9.800","9.800","9.800","9.800","0.00%"
"Jan 05, 2009","9.800","9.800","9.800","9.800","0.00%"
"Dec 30, 2008","9.800","9.800","9.800","9.800","0.00%"
"Dec 26, 2008","9.800","9.800","9.800","9.800","0.00%"
"Dec 25, 2008","9.800","9.800","9.800","9.800","0.00%"
"Dec 24, 2008","9.800","9.800","9.800","9.800","0.00%"
"Dec 23, 2008","9.800","9.800","9.800","9.800","0.00%"
"Dec 22, 2008","9.800","9.800","9.800","9.800","0.00%"
"Dec 19, 2008","9.800","9.800","9.800","9.800","0.00%"
"Dec 18, 2008","9.800","9.800","9.800","9.800","0.00%"
"Dec 17, 2008","9.800","9.800","9.800","9.800","-32.41%"
"Oct 28, 2008","14.500","14.500","14.500","14.500","0.00%"
"Oct 24, 2008","14.500","14.500","14.500","14.500","0.00%"
"Oct 23, 2008","14.500","14.500","14.500","14.500","-3.33%"
"Oct 22, 2008","15.000","15.000","15.000","15.000","0.00%"
"Oct 21, 2008","15.000","15.000","15.000","15.000","0.00%"
"Oct 20, 2008","15.000","15.000","15.000","15.000","0.00%"
"Oct 17, 2008","15.000","15.000","15.000","15.000","0.00%"
"Oct 16, 2008","15.000","15.000","15.000","15.000","0.00%"
"Oct 15, 2008","15.000","15.000","15.000","15.000","0.00%"
"Oct 14, 2008","15.000","15.000","15.000","15.000","0.00%"
"Oct 13, 2008","15.000","15.000","15.000","15.000","0.00%"
"Oct 10, 2008","15.000","15.000","15.000","15.000","0.00%"
"Oct 09, 2008","15.000","15.000","15.000","15.000","0.00%"
"Oct 08, 2008","15.000","15.000","15.000","15.000","3.45%"
"Oct 07, 2008","14.500","14.500","14.500","14.500","0.00%"
"Oct 06, 2008","14.500","14.500","14.500","14.500","0.00%"
"Oct 03, 2008","14.500","14.500","14.500","14.500","0.00%"
"Oct 02, 2008","14.500","14.500","14.500","14.500","0.00%"
"Oct 01, 2008","14.500","14.500","14.500","14.500","0.00%"
"Sep 30, 2008","14.500","14.500","14.500","14.500","0.00%"
"Sep 29, 2008","14.500","14.500","14.500","14.500","0.00%"
"Sep 26, 2008","14.500","14.500","14.500","14.500","0.00%"
"Sep 25, 2008","14.500","14.500","14.500","14.500","0.00%"
"Sep 24, 2008","14.500","14.500","14.500","14.500","0.00%"
"Sep 23, 2008","14.500","14.500","14.500","14.500","0.00%"
"Sep 22, 2008","14.500","14.500","14.500","14.500","0.00%"
"Sep 19, 2008","14.500","14.500","14.500","14.500","3.57%"
"Sep 18, 2008","14.000","14.000","14.000","14.000","0.00%"
"Sep 17, 2008","14.000","14.000","14.000","14.000","0.00%"
"Sep 16, 2008","14.000","14.000","14.000","14.000","-4.76%"
"Sep 15, 2008","14.700","14.700","14.700","14.700","0.00%"
"Sep 12, 2008","14.700","14.700","14.700","14.700","0.00%"
"Sep 11, 2008","14.700","14.700","14.700","14.700","0.00%"
"Sep 10, 2008","14.700","14.700","14.700","14.700","0.00%"
"Sep 09, 2008","14.700","14.700","14.700","14.700","0.00%"
"Sep 08, 2008","14.700","14.700","14.700","14.700","0.00%"
"Sep 05, 2008","14.700","14.700","14.700","14.700","0.00%"
"Sep 04, 2008","14.700","14.700","14.700","14.700","0.00%"
"Sep 03, 2008","14.700","14.700","14.700","14.700","-2.00%"
"Sep 01, 2008","15.000","15.000","15.000","15.000","-3.23%"
"Aug 29, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 28, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 27, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 26, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 25, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 22, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 21, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 20, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 19, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 18, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 15, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 14, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 13, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 12, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 11, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 08, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 07, 2008","15.500","15.500","15.500","15.500","0.00%"
"Aug 06, 2008","15.500","15.500","15.500","15.500","3.33%"
"Aug 05, 2008","15.000","15.000","15.000","15.000","0.00%"
"Aug 04, 2008","15.000","15.000","15.000","15.000","0.00%"
"Aug 01, 2008","15.000","15.000","15.000","15.000","-3.23%"
"Jul 31, 2008","15.500","15.500","15.500","15.500","0.00%"
"Jul 30, 2008","15.500","15.500","15.500","15.500","0.00%"
"Jul 29, 2008","15.500","15.500","15.500","15.500","0.00%"
"Jul 28, 2008","15.500","15.500","15.500","15.500","0.00%"
"Jul 25, 2008","15.500","15.500","15.500","15.500","0.00%"
"Jul 24, 2008","15.500","15.500","15.500","15.500","0.00%"
"Jul 23, 2008","15.500","15.500","15.500","15.500","-9.36%"
"Jul 22, 2008","17.100","17.100","17.100","17.100","11.76%"
"Jul 21, 2008","15.300","15.300","15.300","15.300","5.52%"
"Jul 18, 2008","14.500","14.500","14.500","14.500","-15.20%"
"Jul 16, 2008","17.100","17.100","17.100","17.100","0.00%"
"Jul 15, 2008","17.100","17.100","17.100","17.100","0.00%"
"Jul 14, 2008","17.100","17.100","17.100","17.100","0.00%"
"Jul 11, 2008","17.100","17.100","17.100","17.100","0.00%"
"Jul 10, 2008","17.100","17.100","17.100","17.100","0.00%"
"Jul 09, 2008","17.100","17.100","17.100","17.100","0.00%"
"Jul 08, 2008","17.100","17.100","17.100","17.100","0.00%"
"Jul 04, 2008","17.100","17.100","17.100","17.100","0.00%"
"Jul 02, 2008","17.100","17.100","17.100","17.100","0.00%"
"Jun 30, 2008","17.100","17.100","17.100","17.100","36.80%"
"Jun 27, 2008","12.500","12.500","12.500","12.500","-1.57%"
"Jun 24, 2008","12.700","12.700","12.700","12.700","1.60%"
"Jun 23, 2008","12.500","12.500","12.500","12.500","4.17%"
"Jun 20, 2008","12.000","12.000","12.000","12.000","9,900.00%"
"Jun 18, 2008","0.120","0.120","0.120","0.120","-98.71%"
"May 05, 2008","9.270","9.270","9.270","9.270","-0.11%"
"Apr 29, 2008","9.280","9.280","9.280","9.280","0.98%"
"Apr 28, 2008","9.190","9.190","9.190","9.190","0.00%"
"Apr 24, 2008","9.190","9.190","9.190","9.190","0.11%"
"Apr 22, 2008","9.180","9.180","9.180","9.180","1.10%"
"Apr 17, 2008","9.080","9.080","9.080","9.080","0.00%"
"Apr 10, 2008","9.080","9.080","9.080","9.080","0.00%"
"Apr 08, 2008","9.080","9.080","9.080","9.080","0.00%"
"Mar 27, 2008","9.080","9.080","9.080","9.080","0.00%"
"Mar 26, 2008","9.080","9.080","9.080","9.080","0.00%"
"Mar 25, 2008","9.080","9.080","9.080","9.080","0.11%"
"Mar 24, 2008","9.070","9.070","9.070","9.070","0.00%"
"Mar 20, 2008","9.070","9.070","9.070","9.070","0.00%"
"Mar 19, 2008","9.070","9.070","9.070","9.070","0.00%"
"Mar 18, 2008","9.070","9.070","9.070","9.070","0.00%"
"Mar 13, 2008","9.070","9.070","9.070","9.070","0.00%"
"Mar 11, 2008","9.070","9.070","9.070","9.070","0.00%"
"Mar 10, 2008","9.070","9.070","9.070","9.070","1.57%"
"Mar 06, 2008","8.930","8.930","8.930","8.930","0.56%"
"Mar 03, 2008","8.880","8.880","8.880","8.880","-0.11%"
"Feb 25, 2008","8.890","8.890","8.890","8.890","0.00%"
"Feb 18, 2008","8.890","8.890","8.890","8.890","0.00%"
"Feb 13, 2008","8.890","8.890","8.890","8.890","1.72%"
"Jan 28, 2008","8.740","8.740","8.740","8.740","0.58%"
"Jan 16, 2008","8.690","8.690","8.690","8.690","-0.69%"
"Dec 24, 2007","8.750","8.750","8.750","8.750","0.00%"
"Dec 17, 2007","8.750","8.750","8.750","8.750","-0.57%"
"Dec 10, 2007","8.800","8.800","8.800","8.800","0.57%"
"Dec 03, 2007","8.750","8.750","8.750","8.750","0.57%"
"Sep 18, 2007","8.700","8.700","8.700","8.700","0.58%"
"Sep 11, 2007","8.650","8.650","8.650","8.650","-0.57%"
"Sep 06, 2007","8.700","8.700","8.700","8.700","0.58%"
"Aug 21, 2007","8.650","8.650","8.650","8.650","0.58%"
"Aug 13, 2007","8.600","8.600","8.600","8.600","0.58%"
"Aug 03, 2007","8.550","8.550","8.550","8.550","0.59%"
"Jul 31, 2007","8.500","8.500","8.500","8.500","-0.58%"
"Jul 17, 2007","8.550","8.550","8.550","8.550","-4.48%"
"Jul 12, 2007","8.951","8.951","8.951","8.951","11.19%"
"Jul 11, 2007","8.050","8.050","8.050","8.050","0.00%"
